"concept_name","category","unit","min_value","max_value","description","omop_id","source","table_name","sub_var","val_var","unit_var","index_var","class","check","match_value","method","conversion","reference","typ","clip_rule","dict"
"mcv","hematology","fL",50,150,"mean corpuscular volume",4016239,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000150","id","none","ricu","ts",0,NA
"mcv","hematology","fL",50,150,"mean corpuscular volume",4016239,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51250","id","none","ricu","ts",0,"d_labitems"
"mcv","hematology","fL",50,150,"mean corpuscular volume",4016239,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51250","id","none","ricu","ts",0,"d_labitems"
"mcv","hematology","fL",50,150,"mean corpuscular volume",4016239,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51250","id","none","ricu","ts",0,"d_labitems"
"mcv","hematology","fL",50,150,"mean corpuscular volume",4016239,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"286","id","none","ricu","ts",0,NA
"ptt","hematology","sec",0,NA,"partial thromboplastin time",4175016,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"17982","id","none","ricu","ts",0,NA
"ptt","hematology","sec",0,NA,"partial thromboplastin time",4175016,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"PTT","id","none","ricu","ts",0,NA
"ptt","hematology","sec",0,NA,"partial thromboplastin time",4175016,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"PTT","id","none","ricu","ts",0,NA
"ptt","hematology","sec",0,NA,"partial thromboplastin time",4175016,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"20004410","id","none","ricu","ts",0,NA
"ptt","hematology","sec",0,NA,"partial thromboplastin time",4175016,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51275","id","none","ricu","ts",0,"d_labitems"
"ptt","hematology","sec",0,NA,"partial thromboplastin time",4175016,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51275","id","none","ricu","ts",0,"d_labitems"
"ptt","hematology","sec",0,NA,"partial thromboplastin time",4175016,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51275","id","none","ricu","ts",0,"d_labitems"
"ptt","hematology","sec",0,NA,"partial thromboplastin time",4175016,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"597","id","none","ricu","ts",0,NA
"ca","chemistry","mg/dL",4,20,"calcium",4216722,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 4.008), 'mg/dL')","6817|9933","id","none","ricu","ts",0,NA
"ca","chemistry","mg/dL",4,20,"calcium",4216722,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm","convert_unit(binary_op(`*`, 4), 'mg/dL', 'mmol/l')","calcium","id","none","ricu","ts",0,NA
"ca","chemistry","mg/dL",4,20,"calcium",4216722,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm","convert_unit(binary_op(`*`, 4), 'mg/dL', 'mmol/l')","calcium","id","none","ricu","ts",0,NA
"ca","chemistry","mg/dL",4,20,"calcium",4216722,"observations","observations","variableid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 4.008), 'mg/dL')","20005100","id","none","ricu","ts",0,NA
"ca","chemistry","mg/dL",4,20,"calcium",4216722,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50893","id","none","ricu","ts",0,"d_labitems"
"ca","chemistry","mg/dL",4,20,"calcium",4216722,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50893","id","none","ricu","ts",0,"d_labitems"
"ca","chemistry","mg/dL",4,20,"calcium",4216722,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50893","id","none","ricu","ts",0,"d_labitems"
"ca","chemistry","mg/dL",4,20,"calcium",4216722,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm","transform_fun(binary_op(`*`, 4.008))","457","id","none","ricu","ts",0,NA
"cl","chemistry","mEq/L",80,130,"chloride",4188066,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"9930","id","none","ricu","ts",0,NA
"cl","chemistry","mEq/L",80,130,"chloride",4188066,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"chloride","id","none","ricu","ts",0,NA
"cl","chemistry","mEq/L",80,130,"chloride",4188066,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"chloride","id","none","ricu","ts",0,NA
"cl","chemistry","mEq/L",80,130,"chloride",4188066,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000439|24000521","id","none","ricu","ts",0,NA
"cl","chemistry","mEq/L",80,130,"chloride",4188066,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50902","id","none","ricu","ts",0,"d_labitems"
"cl","chemistry","mEq/L",80,130,"chloride",4188066,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50902","id","none","ricu","ts",0,"d_labitems"
"cl","chemistry","mEq/L",80,130,"chloride",4188066,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50902","id","none","ricu","ts",0,"d_labitems"
"cl","chemistry","mEq/L",80,130,"chloride",4188066,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"683|450","id","none","ricu","ts",0,NA
"mg","chemistry","mg/dL",0.5,5,"magnesium",4243005,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 2.431), 'mg/dL')","6839|9952","id","none","ricu","ts",0,NA
"mg","chemistry","mg/dL",0.5,5,"magnesium",4243005,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm","convert_unit(binary_op(`/`, 1.215), 'mg/dL', 'mEq/L')","magnesium","id","none","ricu","ts",0,NA
"mg","chemistry","mg/dL",0.5,5,"magnesium",4243005,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm","convert_unit(binary_op(`/`, 1.215), 'mg/dL', 'mEq/L')","magnesium","id","none","ricu","ts",0,NA
"mg","chemistry","mg/dL",0.5,5,"magnesium",4243005,"observations","observations","variableid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 2.431), 'mg/dL')","24000230","id","none","ricu","ts",0,NA
"mg","chemistry","mg/dL",0.5,5,"magnesium",4243005,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50960","id","none","ricu","ts",0,"d_labitems"
"mg","chemistry","mg/dL",0.5,5,"magnesium",4243005,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50960","id","none","ricu","ts",0,"d_labitems"
"mg","chemistry","mg/dL",0.5,5,"magnesium",4243005,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50960","id","none","ricu","ts",0,"d_labitems"
"mg","chemistry","mg/dL",0.5,5,"magnesium",4243005,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm","transform_fun(binary_op(`*`, 2.431))","468","id","none","ricu","ts",0,NA
"k","chemistry","mEq/L",0,10,"potassium",4207483,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6835|9556|9927|10285","id","none","ricu","ts",0,NA
"k","chemistry","mEq/L",0,10,"potassium",4207483,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"potassium","id","none","ricu","ts",0,NA
"k","chemistry","mEq/L",0,10,"potassium",4207483,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"potassium","id","none","ricu","ts",0,NA
"k","chemistry","mEq/L",0,10,"potassium",4207483,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"20000500|24000520|24000833|24000867","id","none","ricu","ts",0,NA
"k","chemistry","mEq/L",0,10,"potassium",4207483,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50971","id","none","ricu","ts",0,"d_labitems"
"k","chemistry","mEq/L",0,10,"potassium",4207483,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50971","id","none","ricu","ts",0,"d_labitems"
"k","chemistry","mEq/L",0,10,"potassium",4207483,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50971","id","none","ricu","ts",0,"d_labitems"
"k","chemistry","mEq/L",0,10,"potassium",4207483,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"463|685","id","none","ricu","ts",0,NA
"na","chemistry","mEq/L",110,165,"sodium",4208938,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6840|9555|9924|10284","id","none","ricu","ts",0,NA
"na","chemistry","mEq/L",110,165,"sodium",4208938,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"sodium","id","none","ricu","ts",0,NA
"na","chemistry","mEq/L",110,165,"sodium",4208938,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"sodium","id","none","ricu","ts",0,NA
"na","chemistry","mEq/L",110,165,"sodium",4208938,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"20000400|24000519|24000658|24000835|24000866","id","none","ricu","ts",0,NA
"na","chemistry","mEq/L",110,165,"sodium",4208938,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50983","id","none","ricu","ts",0,"d_labitems"
"na","chemistry","mEq/L",110,165,"sodium",4208938,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50983","id","none","ricu","ts",0,"d_labitems"
"na","chemistry","mEq/L",110,165,"sodium",4208938,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50983","id","none","ricu","ts",0,"d_labitems"
"na","chemistry","mEq/L",110,165,"sodium",4208938,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"469|686","id","none","ricu","ts",0,NA
"basos","hematology","%",0,50,"basophils",4172647,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"11710","id","none","ricu","ts",0,NA
"basos","hematology","%",0,50,"basophils",4172647,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","blood_cell_ratio","14256","id","none","ricu","ts",0,NA
"basos","hematology","%",0,50,"basophils",4172647,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"-basos","id","none","ricu","ts",0,NA
"basos","hematology","%",0,50,"basophils",4172647,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"-basos","id","none","ricu","ts",0,NA
"basos","hematology","%",0,50,"basophils",4172647,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51146","id","none","ricu","ts",0,"d_labitems"
"basos","hematology","%",0,50,"basophils",4172647,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51146","id","none","ricu","ts",0,"d_labitems"
"basos","hematology","%",0,50,"basophils",4172647,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51146","id","none","ricu","ts",0,"d_labitems"
"basos","hematology","%",0,50,"basophils",4172647,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"174","id","none","ricu","ts",0,NA
"eos","hematology","%",0,50,"eosinophils",4216098,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6773","id","none","ricu","ts",0,NA
"eos","hematology","%",0,50,"eosinophils",4216098,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","blood_cell_ratio","9967","id","none","ricu","ts",0,NA
"eos","hematology","%",0,50,"eosinophils",4216098,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"-eos","id","none","ricu","ts",0,NA
"eos","hematology","%",0,50,"eosinophils",4216098,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"-eos","id","none","ricu","ts",0,NA
"eos","hematology","%",0,50,"eosinophils",4216098,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51200","id","none","ricu","ts",0,"d_labitems"
"eos","hematology","%",0,50,"eosinophils",4216098,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51200","id","none","ricu","ts",0,"d_labitems"
"eos","hematology","%",0,50,"eosinophils",4216098,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51200","id","none","ricu","ts",0,"d_labitems"
"eos","hematology","%",0,50,"eosinophils",4216098,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"197","id","none","ricu","ts",0,NA
"neut","hematology","%",0,100,"neutrophils",4148615,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6786|11856","id","none","ricu","ts",0,NA
"neut","hematology","%",0,100,"neutrophils",4148615,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","blood_cell_ratio","14254","id","none","ricu","ts",0,NA
"neut","hematology","%",0,100,"neutrophils",4148615,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"-polys","id","none","ricu","ts",0,NA
"neut","hematology","%",0,100,"neutrophils",4148615,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"-polys","id","none","ricu","ts",0,NA
"neut","hematology","%",0,100,"neutrophils",4148615,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000550","id","none","ricu","ts",0,NA
"neut","hematology","%",0,100,"neutrophils",4148615,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51256","id","none","ricu","ts",0,"d_labitems"
"neut","hematology","%",0,100,"neutrophils",4148615,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51256","id","none","ricu","ts",0,"d_labitems"
"neut","hematology","%",0,100,"neutrophils",4148615,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51256","id","none","ricu","ts",0,"d_labitems"
"neut","hematology","%",0,100,"neutrophils",4148615,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"230","id","none","ricu","ts",0,NA
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 18.016), 'mg/dL')","6833|9557|9947","id","none","ricu","ts",0,NA
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"glucose","id","none","ricu","ts",0,NA
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"bedside glucose","id","none","ricu","ts",0,NA
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"glucose","id","none","ricu","ts",0,NA
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"bedside glucose","id","none","ricu","ts",0,NA
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"observations","observations","variableid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 18.016), 'mg/dL')","20005110|24000523|24000585","id","none","ricu","ts",0,NA
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50809|50931","id","none","ricu","ts",0,"d_labitems"
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50809|50931","id","none","ricu","ts",0,"d_labitems"
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50809|50931","id","none","ricu","ts",0,"d_labitems"
"glu","chemistry","mg/dL",0,1000,"glucose",4144235,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"348|656","id","none","ricu","ts",0,NA
"cai","blood gas","mmol/L",0.5,2,"calcium ionized",46272910,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6815|8915|9560|9561|10267","id","none","ricu","ts",0,NA
"cai","blood gas","mmol/L",0.5,2,"calcium ionized",46272910,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"ionized calcium","id","none","ricu","ts",0,NA
"cai","blood gas","mmol/L",0.5,2,"calcium ionized",46272910,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"ionized calcium","id","none","ricu","ts",0,NA
"cai","blood gas","mmol/L",0.5,2,"calcium ionized",46272910,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000522","id","none","ricu","ts",0,NA
"cai","blood gas","mmol/L",0.5,2,"calcium ionized",46272910,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50808","id","none","ricu","ts",0,"d_labitems"
"cai","blood gas","mmol/L",0.5,2,"calcium ionized",46272910,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50808","id","none","ricu","ts",0,"d_labitems"
"cai","blood gas","mmol/L",0.5,2,"calcium ionized",46272910,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50808","id","none","ricu","ts",0,"d_labitems"
"cai","blood gas","mmol/L",0.5,2,"calcium ionized",46272910,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"655","id","none","ricu","ts",0,NA
"crp","chemistry","mg/L",0,NA,"C-reactive protein",4208414,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6825|10079","id","none","ricu","ts",0,NA
"crp","chemistry","mg/L",0,NA,"C-reactive protein",4208414,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm","convert_unit(binary_op(`*`, 10), 'mg/L', 'mg/dl')","CRP","id","none","ricu","ts",0,NA
"crp","chemistry","mg/L",0,NA,"C-reactive protein",4208414,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm","convert_unit(binary_op(`*`, 10), 'mg/L', 'mg/dl')","CRP","id","none","ricu","ts",0,NA
"crp","chemistry","mg/L",0,NA,"C-reactive protein",4208414,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"20002200","id","none","ricu","ts",0,NA
"crp","chemistry","mg/L",0,NA,"C-reactive protein",4208414,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm","convert_unit(binary_op(`*`, 10), 'mg/L', 'mg/dl')","50889","id","none","ricu","ts",0,"d_labitems"
"crp","chemistry","mg/L",0,NA,"C-reactive protein",4208414,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm","convert_unit(binary_op(`*`, 10), 'mg/L', 'mg/dl')","50889","id","none","ricu","ts",0,"d_labitems"
"crp","chemistry","mg/L",0,NA,"C-reactive protein",4208414,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm","convert_unit(binary_op(`*`, 10), 'mg/L', 'mg/dl')","50889","id","none","ricu","ts",0,"d_labitems"
"esr","hematology","mm/hr",0,200,"erythrocyte sedimentation rate",4212065,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6808|11902","id","none","ricu","ts",0,NA
"esr","hematology","mm/hr",0,200,"erythrocyte sedimentation rate",4212065,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000668","id","none","ricu","ts",0,NA
"esr","hematology","mm/hr",0,200,"erythrocyte sedimentation rate",4212065,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51288","id","none","ricu","ts",0,"d_labitems"
"esr","hematology","mm/hr",0,200,"erythrocyte sedimentation rate",4212065,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51288","id","none","ricu","ts",0,"d_labitems"
"esr","hematology","mm/hr",0,200,"erythrocyte sedimentation rate",4212065,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51288","id","none","ricu","ts",0,"d_labitems"
"hbco","blood gas",NA,NA,NA,"carboxyhemoglobin",4056787,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"11690","id","none","ricu","ts",0,NA
"hbco","blood gas",NA,NA,NA,"carboxyhemoglobin",4056787,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"Carboxyhemoglobin","id","none","ricu","ts",0,NA
"hbco","blood gas",NA,NA,NA,"carboxyhemoglobin",4056787,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"Carboxyhemoglobin","id","none","ricu","ts",0,NA
"hbco","blood gas",NA,NA,NA,"carboxyhemoglobin",4056787,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000526","id","none","ricu","ts",0,NA
"methb","blood gas","%",0,100,"methemoglobin",4204561,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"11692","id","none","ricu","ts",0,NA
"methb","blood gas","%",0,100,"methemoglobin",4204561,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"Methemoglobin","id","none","ricu","ts",0,NA
"methb","blood gas","%",0,100,"methemoglobin",4204561,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"Methemoglobin","id","none","ricu","ts",0,NA
"methb","blood gas","%",0,100,"methemoglobin",4204561,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000549","id","none","ricu","ts",0,NA
"methb","blood gas","%",0,100,"methemoglobin",4204561,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50814","id","none","ricu","ts",0,"d_labitems"
"methb","blood gas","%",0,100,"methemoglobin",4204561,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50814","id","none","ricu","ts",0,"d_labitems"
"methb","blood gas","%",0,100,"methemoglobin",4204561,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50814","id","none","ricu","ts",0,"d_labitems"
"tnt","chemistry","ng/mL",0,NA,"troponin t",4005525,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"10407","id","none","ricu","ts",0,NA
"tnt","chemistry","ng/mL",0,NA,"troponin t",4005525,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"troponin - T","id","none","ricu","ts",0,NA
"tnt","chemistry","ng/mL",0,NA,"troponin t",4005525,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"troponin - T","id","none","ricu","ts",0,NA
"tnt","chemistry","ng/mL",0,NA,"troponin t",4005525,"observations","observations","variableid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`/`, 1000), 'ng/mL')","24000806","id","none","ricu","ts",0,NA
"tnt","chemistry","ng/mL",0,NA,"troponin t",4005525,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51003","id","none","ricu","ts",0,"d_labitems"
"tnt","chemistry","ng/mL",0,NA,"troponin t",4005525,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51003","id","none","ricu","ts",0,"d_labitems"
"tnt","chemistry","ng/mL",0,NA,"troponin t",4005525,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51003","id","none","ricu","ts",0,"d_labitems"
"tnt","chemistry","ng/mL",0,NA,"troponin t",4005525,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm","transform_fun(binary_op(`/`, 1000))","481","id","none","ricu","ts",0,NA
"alb","chemistry","g/dL",0,6,"albumin",4017497,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 0.1), 'g/dL')","6801|9937","id","none","ricu","ts",0,NA
"alb","chemistry","g/dL",0,6,"albumin",4017497,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"albumin","id","none","ricu","ts",0,NA
"alb","chemistry","g/dL",0,6,"albumin",4017497,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"albumin","id","none","ricu","ts",0,NA
"alb","chemistry","g/dL",0,6,"albumin",4017497,"observations","observations","variableid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 0.1), 'g/dL')","24000605","id","none","ricu","ts",0,NA
"alb","chemistry","g/dL",0,6,"albumin",4017497,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50862","id","none","ricu","ts",0,"d_labitems"
"alb","chemistry","g/dL",0,6,"albumin",4017497,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50862","id","none","ricu","ts",0,"d_labitems"
"alb","chemistry","g/dL",0,6,"albumin",4017497,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50862","id","none","ricu","ts",0,"d_labitems"
"alb","chemistry","g/dL",0,6,"albumin",4017497,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"287","id","none","ricu","ts",0,NA
"fgn","hematology","mg/dL",0,1500,"fibrinogen",4094436,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 100), 'mg/dL')","6776|9989|10175","id","none","ricu","ts",0,NA
"fgn","hematology","mg/dL",0,1500,"fibrinogen",4094436,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"fibrinogen","id","none","ricu","ts",0,NA
"fgn","hematology","mg/dL",0,1500,"fibrinogen",4094436,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"fibrinogen","id","none","ricu","ts",0,NA
"fgn","hematology","mg/dL",0,1500,"fibrinogen",4094436,"observations","observations","variableid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 100), 'mg/dL')","24000536","id","none","ricu","ts",0,NA
"fgn","hematology","mg/dL",0,1500,"fibrinogen",4094436,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51214","id","none","ricu","ts",0,"d_labitems"
"fgn","hematology","mg/dL",0,1500,"fibrinogen",4094436,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51214","id","none","ricu","ts",0,"d_labitems"
"fgn","hematology","mg/dL",0,1500,"fibrinogen",4094436,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51214","id","none","ricu","ts",0,"d_labitems"
"fgn","hematology","mg/dL",0,1500,"fibrinogen",4094436,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"344","id","none","ricu","ts",0,NA
"be","blood gas","mEq/L",-25,25,"base excess",4284393,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","aumc_bxs","6807|9994","id","none","ricu","ts",0,NA
"be","blood gas","mEq/L",-25,25,"base excess",4284393,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"Base Excess","id","none","ricu","ts",0,NA
"be","blood gas","mEq/L",-25,25,"base excess",4284393,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"Base Excess","id","none","ricu","ts",0,NA
"be","blood gas","mEq/L",-25,25,"base excess",4284393,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"20001300","id","none","ricu","ts",0,NA
"be","blood gas","mEq/L",-25,25,"base excess",4284393,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50802","id","none","ricu","ts",0,"d_labitems"
"be","blood gas","mEq/L",-25,25,"base excess",4284393,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50802","id","none","ricu","ts",0,"d_labitems"
