"concept_name","category","unit","min_value","max_value","description","omop_id","source","table_name","sub_var","val_var","unit_var","index_var","class","check","match_value","method","conversion","reference","typ","clip_rule","dict"
"be","blood gas","mEq/L",-25,25,"base excess",4284393,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50802","id","none","ricu","ts",0,"d_labitems"
"be","blood gas","mEq/L",-25,25,"base excess",4284393,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"668","id","none","ricu","ts",0,NA
"rbc","hematology","m/uL",0,20,"red blood cell count",4030871,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6774|9962","id","none","ricu","ts",0,NA
"rbc","hematology","m/uL",0,20,"red blood cell count",4030871,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"RBC","id","none","ricu","ts",0,NA
"rbc","hematology","m/uL",0,20,"red blood cell count",4030871,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"RBC","id","none","ricu","ts",0,NA
"rbc","hematology","m/uL",0,20,"red blood cell count",4030871,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51279","id","none","ricu","ts",0,"d_labitems"
"rbc","hematology","m/uL",0,20,"red blood cell count",4030871,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51279","id","none","ricu","ts",0,"d_labitems"
"rbc","hematology","m/uL",0,20,"red blood cell count",4030871,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51279","id","none","ricu","ts",0,"d_labitems"
"rbc","hematology","m/uL",0,20,"red blood cell count",4030871,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"599","id","none","ricu","ts",0,NA
"ck","chemistry","IU/L",0,NA,"creatine kinase",4265595,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6822|11998","id","none","ricu","ts",0,NA
"ck","chemistry","IU/L",0,NA,"creatine kinase",4265595,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"CPK","id","none","ricu","ts",0,NA
"ck","chemistry","IU/L",0,NA,"creatine kinase",4265595,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"CPK","id","none","ricu","ts",0,NA
"ck","chemistry","IU/L",0,NA,"creatine kinase",4265595,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000210","id","none","ricu","ts",0,NA
"ck","chemistry","IU/L",0,NA,"creatine kinase",4265595,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50910","id","none","ricu","ts",0,"d_labitems"
"ck","chemistry","IU/L",0,NA,"creatine kinase",4265595,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50910","id","none","ricu","ts",0,"d_labitems"
"ck","chemistry","IU/L",0,NA,"creatine kinase",4265595,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50910","id","none","ricu","ts",0,"d_labitems"
"ck","chemistry","IU/L",0,NA,"creatine kinase",4265595,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"611","id","none","ricu","ts",0,NA
"ckmb","chemistry","ng/mL",0,NA,"creatine kinase MB",4017058,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"6824","id","none","ricu","ts",0,NA
"ckmb","chemistry","ng/mL",0,NA,"creatine kinase MB",4017058,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"CPK-MB","id","none","ricu","ts",0,NA
"ckmb","chemistry","ng/mL",0,NA,"creatine kinase MB",4017058,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"CPK-MB","id","none","ricu","ts",0,NA
"ckmb","chemistry","ng/mL",0,NA,"creatine kinase MB",4017058,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"24000220","id","none","ricu","ts",0,NA
"ckmb","chemistry","ng/mL",0,NA,"creatine kinase MB",4017058,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50911","id","none","ricu","ts",0,"d_labitems"
"ckmb","chemistry","ng/mL",0,NA,"creatine kinase MB",4017058,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50911","id","none","ricu","ts",0,"d_labitems"
"ckmb","chemistry","ng/mL",0,NA,"creatine kinase MB",4017058,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"50911","id","none","ricu","ts",0,"d_labitems"
"ckmb","chemistry","ng/mL",0,NA,"creatine kinase MB",4017058,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"253","id","none","ricu","ts",0,NA
"egcs","neurological",NA,1,4,"GCS eye",4084277,"listitems","listitems","itemid",NA,NA,NA,"rgx_itm","apply_map( c(`Geen reactie` = 1, `Reactie op pijnprikkel` = 2, `Reactie op verbale prikkel` = 3, `Spontane reactie` = 4) )","6732","id","none","ricu","ts",0,NA
"egcs","neurological",NA,1,4,"GCS eye",4084277,"listitems","listitems","itemid",NA,NA,NA,"rgx_itm","apply_map( c(`Niet` = 1, `Op pijn` = 2, `Op aanspreken` = 3, `Spontaan` = 4) )","13077","id","none","ricu","ts",0,NA
"egcs","neurological",NA,1,4,"GCS eye",4084277,"eicu_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"Eyes","id","none","ricu","ts",0,NA
"egcs","neurological",NA,1,4,"GCS eye",4084277,"eicu_demo_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"Eyes","id","none","ricu","ts",0,NA
"egcs","neurological",NA,1,4,"GCS eye",4084277,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"10000300","id","none","ricu","ts",0,NA
"egcs","neurological",NA,1,4,"GCS eye",4084277,"chartevents","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"220739","id","none","ricu","ts",0,"d_items"
"egcs","neurological",NA,1,4,"GCS eye",4084277,"mimic_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"184|220739","id","none","ricu","ts",0,"d_items"
"egcs","neurological",NA,1,4,"GCS eye",4084277,"mimic_demo_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"184|220739","id","none","ricu","ts",0,"d_items"
"vgcs","neurological",NA,1,5,"GCS verbal",4084912,"listitems","listitems","itemid",NA,NA,NA,"rgx_itm","apply_map( c(`Geen reactie (geen zichtbare poging tot praten)` = 1, `Onbegrijpelijke geluiden` = 2, `Onduidelijke woorden (pogingen tot communicatie, maar onduidelijk)` = 3, `Verwarde conversatie` = 4, `Helder en adequaat (communicatie mogelijk)` = 5) )","6735","id","none","ricu","ts",0,NA
"vgcs","neurological",NA,1,5,"GCS verbal",4084912,"listitems","listitems","itemid",NA,NA,NA,"rgx_itm","apply_map( c(`Geen geluid` = 1, `Onverstaanbare woorden` = 2, `Onjuiste woorden` = 3, `Verwarde taal` = 4, `Georiënteerd` = 5) )","13066","id","none","ricu","ts",0,NA
"vgcs","neurological",NA,1,5,"GCS verbal",4084912,"eicu_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"Verbal","id","none","ricu","ts",0,NA
"vgcs","neurological",NA,1,5,"GCS verbal",4084912,"eicu_demo_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"Verbal","id","none","ricu","ts",0,NA
"vgcs","neurological",NA,1,5,"GCS verbal",4084912,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"10000100","id","none","ricu","ts",0,NA
"vgcs","neurological",NA,1,5,"GCS verbal",4084912,"chartevents","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"223900","id","none","ricu","ts",0,"d_items"
"vgcs","neurological",NA,1,5,"GCS verbal",4084912,"mimic_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"723|223900","id","none","ricu","ts",0,"d_items"
"vgcs","neurological",NA,1,5,"GCS verbal",4084912,"mimic_demo_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"723|223900","id","none","ricu","ts",0,"d_items"
"mgcs","neurological",NA,1,6,"GCS motor",4083352,"listitems","listitems","itemid",NA,NA,NA,"rgx_itm","apply_map( c(`Geen reactie` = 1, `Strekken` = 2, `Decortatie reflex (abnormaal buigen)` = 3, `Spastische reactie (terugtrekken)` = 4, `Localiseert pijn` = 5, `Volgt verbale commando's op` = 6) )","6734","id","none","ricu","ts",0,NA
"mgcs","neurological",NA,1,6,"GCS motor",4083352,"listitems","listitems","itemid",NA,NA,NA,"rgx_itm","apply_map( c(`Geen reactie` = 1, `Strekken op pijn` = 2, `Abnormaal buigen bij pijn` = 3, `Terugtrekken bij pijn` = 4, `Localiseren pijn` = 5, `Voert opdrachten uit` = 6) )","13072","id","none","ricu","ts",0,NA
"mgcs","neurological",NA,1,6,"GCS motor",4083352,"eicu_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"Motor","id","none","ricu","ts",0,NA
"mgcs","neurological",NA,1,6,"GCS motor",4083352,"eicu_demo_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"Motor","id","none","ricu","ts",0,NA
"mgcs","neurological",NA,1,6,"GCS motor",4083352,"observations","observations","variableid",NA,NA,NA,"rgx_itm",NA,"10000200","id","none","ricu","ts",0,NA
"mgcs","neurological",NA,1,6,"GCS motor",4083352,"chartevents","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"223901","id","none","ricu","ts",0,"d_items"
"mgcs","neurological",NA,1,6,"GCS motor",4083352,"mimic_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"454|223901","id","none","ricu","ts",0,"d_items"
"mgcs","neurological",NA,1,6,"GCS motor",4083352,"mimic_demo_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"454|223901","id","none","ricu","ts",0,"d_items"
"tgcs","neurological",NA,3,15,"GCS total",4093836,"eicu_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"GCS Total","id","none","ricu","ts",0,NA
"tgcs","neurological",NA,3,15,"GCS total",4093836,"eicu_demo_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"GCS Total","id","none","ricu","ts",0,NA
"tgcs","neurological",NA,3,15,"GCS total",4093836,"mimic_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"198","id","none","ricu","ts",0,"d_items"
"tgcs","neurological",NA,3,15,"GCS total",4093836,"mimic_demo_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"198","id","none","ricu","ts",0,"d_items"
"urine","output","mL",0,2000,"urine output",4264378,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm",NA,"8794","id","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"eicu_coh","intakeoutput","celllabel","cellvaluenumeric",NA,"intakeoutputoffset","rgx_itm",NA,"Urine|URINE CATHETER","id","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"eicu_coh","intakeoutput","celllabel","cellvaluenumeric",NA,"intakeoutputoffset","rgx_exp_itm",NA,"catheter.+output|output.+catheter","regex","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"eicu_demo_coh","intakeoutput","celllabel","cellvaluenumeric",NA,"intakeoutputoffset","rgx_itm",NA,"Urine|URINE CATHETER","id","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"eicu_demo_coh","intakeoutput","celllabel","cellvaluenumeric",NA,"intakeoutputoffset","rgx_exp_itm",NA,"catheter.+output|output.+catheter","regex","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"observations","observations","variableid",NA,NA,NA,"rgx_itm","hirid_urine","30005110","id","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"outputevents","outputevents","itemid","value","valueuom",NA,"itm_itm",NA,"226557|226558|226559|226560|226561|226563|226564|226565|226566|226567|226584|227510","id","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"mimic_coh","outputevents","itemid","value","valueuom",NA,"itm_itm",NA,"40055|40056|40057|40065|40069|40085|40086|40094|40096|40405|40428|40473|40715|43175|226557|226558|226559|226560|226561|226563|226564|226565|226566|226567|226584|227510","id","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"mimic_demo_coh","outputevents","itemid","value","valueuom",NA,"itm_itm",NA,"40055|40056|40057|40065|40069|40085|40086|40094|40096|40405|40428|40473|40715|43175|226557|226558|226559|226560|226561|226563|226564|226565|226566|226567|226584|227510","id","none","ricu","ts",0,NA
"urine","output","mL",0,2000,"urine output",4264378,"data_float_h","data_float_h","DataID",NA,NA,NA,"rgx_itm",NA,"725","id","none","ricu","ts",0,NA
"mech_vent","respiratory",NA,NA,NA,"mechanical ventilation windows",4230167,"processitems","processitems","itemid",NA,NA,NA,"rgx_itm","apply_map(c(`Beademen`              = 'invasive',
                                     `Beademen non-invasief` = 'noninvasive',
                                     `Tracheostoma`          = 'invasive'))","9328|10740|12635","id","none","ricu","ts",0,NA
"mech_vent","respiratory",NA,NA,NA,"mechanical ventilation windows",4230167,"observations","observations","variableid",NA,NA,NA,"rgx_itm","combine_callbacks(hirid_vent,
                                           apply_map(c(`1` = 'invasive',
                                                       `2` = 'invasive',
                                                       `3` = 'noninvasive',
                                                       `4` = 'noninvasive',
                                                       `5` = 'noninvasive',
                                                       `6` = 'noninvasive')))","15001552","id","none","ricu","ts",0,NA
"mech_vent","respiratory",NA,NA,NA,"mechanical ventilation windows",4230167,"procedureevents","procedureevents","itemid",NA,NA,NA,"itm_itm","apply_map(c(`225792` = 'invasive',
                                     `225794` = 'noninvasive'),
                                   var = 'sub_var')","225792|225794","id","none","ricu","ts",0,NA
"ett_gcs","respiratory",NA,NA,NA,"tracheostomy",4097216,"listitems","listitems","itemid",NA,NA,NA,"rgx_itm","combine_callbacks(
               transform_fun(comp_na(`==`, 'Geïntubeerd')),
               ts_to_win_tbl(mins(1L))
             )","6735","id","none","ricu","ts",0,NA
"ett_gcs","respiratory",NA,NA,NA,"tracheostomy",4097216,"eicu_coh",NA,NA,NA,NA,NA,"fun_itm","combine_callbacks(
               fwd_concept('rass'),
               transform_fun(comp_na(`<=`, -3)),
               ts_to_win_tbl(mins(360L))
             )",NA,NA,"none","ricu","ts",0,NA
"ett_gcs","respiratory",NA,NA,NA,"tracheostomy",4097216,"eicu_demo_coh",NA,NA,NA,NA,NA,"fun_itm","combine_callbacks(
               fwd_concept('rass'),
               transform_fun(comp_na(`<=`, -3)),
               ts_to_win_tbl(mins(360L))
             )",NA,NA,"none","ricu","ts",0,NA
"ett_gcs","respiratory",NA,NA,NA,"tracheostomy",4097216,NA,NA,NA,NA,NA,NA,"fun_itm","combine_callbacks(
               fwd_concept('mech_vent'),
               transform_fun(comp_na(`==`, 'invasive'))
             )",NA,NA,"none","ricu","ts",0,NA
"ett_gcs","respiratory",NA,NA,NA,"tracheostomy",4097216,"chartevents","chartevents","value","value","valueuom","charttime","rgx_itm","combine_callbacks(
               transform_fun(set_val(TRUE)),
               ts_to_win_tbl(mins(1L))
             )","No Response-ETT","id","none","ricu","ts",0,"d_items"
"ett_gcs","respiratory",NA,NA,NA,"tracheostomy",4097216,"mimic_coh","chartevents","value","value","valueuom","charttime","rgx_itm","combine_callbacks(
               transform_fun(set_val(TRUE)),
               ts_to_win_tbl(mins(1L))
             )","1.0 ET/Trach|No Response-ETT","id","none","ricu","ts",0,"d_items"
"ett_gcs","respiratory",NA,NA,NA,"tracheostomy",4097216,"mimic_demo_coh","chartevents","value","value","valueuom","charttime","rgx_itm","combine_callbacks(
               transform_fun(set_val(TRUE)),
               ts_to_win_tbl(mins(1L))
             )","1.0 ET/Trach|No Response-ETT","id","none","ricu","ts",0,"d_items"
"rass","neurological",NA,-5,4,"Richmond agitation sedation scale",36684829,"listitems","listitems","itemid",NA,NA,NA,"rgx_itm","transform_fun(aumc_rass)","14444","id","none","ricu","ts",0,NA
"rass","neurological",NA,-5,4,"Richmond agitation sedation scale",36684829,"eicu_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"Sedation Score","id","none","ricu","ts",0,NA
"rass","neurological",NA,-5,4,"Richmond agitation sedation scale",36684829,"eicu_demo_coh","nursecharting","nursingchartcelltypevalname","nursingchartvalue",NA,"nursingchartoffset","rgx_itm",NA,"Sedation Score","id","none","ricu","ts",0,NA
"rass","neurological",NA,-5,4,"Richmond agitation sedation scale",36684829,"observations","observations","variableid",NA,NA,NA,"rgx_itm","transform_fun(floor)","15001565","id","none","ricu","ts",0,NA
"rass","neurological",NA,-5,4,"Richmond agitation sedation scale",36684829,"chartevents","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"228096","id","none","ricu","ts",0,"d_items"
"rass","neurological",NA,-5,4,"Richmond agitation sedation scale",36684829,"mimic_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"228096","id","none","ricu","ts",0,"d_items"
"rass","neurological",NA,-5,4,"Richmond agitation sedation scale",36684829,"mimic_demo_coh","chartevents","itemid","value","valueuom","charttime","itm_itm",NA,"228096","id","none","ricu","ts",0,"d_items"
"abx","medications",NA,NA,NA,"antibiotics",4085730,"drugitems","drugitems","itemid",NA,NA,NA,"rgx_itm","transform_fun(set_val(TRUE))","2|13|19|24|28|29|57|59|82|103|240|247|333|1133|1199|1300|1371|1795|2284|2834|3237|3741|5576|6834|6847|6871|6919|6948|6953|6958|7044|7064|7185|7187|7208|7227|7235|8064|8394|8942|9029|9030|9052|9070|9117|9128|9133|9142|9151|9152|12262|12389|12398|12956|12997|13057|13094|13102|15591|18860|19137|19773|20563|23166|24241|25776|27617|29321","id","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"eicu_coh","infusiondrug_mod","drugname","drugdosage","drugunit","drugstartoffset","rgx_exp_itm","transform_fun(set_val(TRUE))","bactrim|cipro|flagyl|metronidazole|zithromax|zosyn|(((amika|cleo|ofloxa)|(azithro|clinda|tobra|vanco)my)c|(ampi|oxa|peni|pipera)cill|cefazol|levaqu|rifamp)in","regex","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"eicu_coh","medication_mod","drugname","drugdosage","drugunit","drugstartoffset","rgx_exp_itm","transform_fun(set_val(TRUE))","cipro|flagyl|maxipime|metronidazole|tazobactam|zosyn|cef(azolin|epime)|(((azithro|clinda|vanco)my|ofloxa|vanco)c|levaqu|piperacill|roceph)in","regex","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"eicu_demo_coh","infusiondrug_mod","drugname","drugdosage","drugunit","drugstartoffset","rgx_exp_itm","transform_fun(set_val(TRUE))","bactrim|cipro|flagyl|metronidazole|zithromax|zosyn|(((amika|cleo|ofloxa)|(azithro|clinda|tobra|vanco)my)c|(ampi|oxa|peni|pipera)cill|cefazol|levaqu|rifamp)in","regex","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"eicu_demo_coh","medication_mod","drugname","drugdosage","drugunit","drugstartoffset","rgx_exp_itm","transform_fun(set_val(TRUE))","cipro|flagyl|maxipime|metronidazole|tazobactam|zosyn|cef(azolin|epime)|(((azithro|clinda|vanco)my|ofloxa|vanco)c|levaqu|piperacill|roceph)in","regex","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"pharma","pharma","pharmaid",NA,NA,NA,"rgx_itm","transform_fun(set_val(TRUE))","163|176|181|186|189|300|326|331|351|405|1000234|1000272|1000273|1000274|1000284|1000299|1000300|1000302|1000304|1000305|1000306|1000315|1000317|1000318|1000320|1000321|1000322|1000335|1000348|1000352|1000363|1000365|1000390|1000407|1000408|1000424|1000425|1000426|1000437|1000483|1000507|1000508|1000518|1000519|1000549|1000601|1000648|1000666|1000670|1000671|1000760|1000781|1000791|1000797|1000812|1000825|1000829|1000830|1000837|1000838|1000854|1000855|1000893|1000894|1001005|1001068|1001075|1001079|1001084|1001086|1001095|1001096|1001097|1001098|1001168|1001169|1001170|1001171|1001173|1001193|1001198","id","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"prescriptions","prescriptions","drug",NA,NA,NA,"rgx_exp_itm","transform_fun(set_val(TRUE))","aztreonam|bactrim|cephalexin|chloramphenicol|cipro|flagyl|metronidazole|nitrofurantoin|tazobactam|rifampin|sulfadiazine|timentin|trimethoprim|(amika|gentami|vanco)cin|(amoxi|ampi|dicloxa|naf|oxa|peni|pipera)cillin|(azithro|clarithro|erythro|clinda|strepto|tobra|vanco)mycin|cef(azolin|tazidime|adroxil|epime|otetan|otaxime|podoxime|uroxime)|(doxy|mino|tetra)cycline|(levofl|moxifl|ofl)oxacin|macro(bid|dantin)|(una|zo)syn","regex","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"inputevents","inputevents","itemid","amount","amountuom","starttime","itm_itm","transform_fun(set_val(TRUE))","225798|225837|225838|225840|225842|225843|225844|225845|225847|225848|225850|225851|225853|225855|225857|225859|225860|225862|225863|225865|225866|225868|225869|225871|225873|225875|225876|225877|225879|225881|225882|225883|225884|225885|225886|225888|225889|225890|225892|225893|225895|225896|225897|225898|225899|225900|225902|225903|225905|227691|228003","id","none","ricu","ts",0,"d_items"
"abx","medications",NA,NA,NA,"antibiotics",4085730,"mimic_coh","prescriptions","drug",NA,NA,NA,"rgx_exp_itm","mimic_abx_presc","aztreonam|bactrim|cephalexin|chloramphenicol|cipro|flagyl|metronidazole|nitrofurantoin|tazobactam|rifampin|sulfadiazine|timentin|trimethoprim|(amika|gentami|vanco)cin|(amoxi|ampi|dicloxa|naf|oxa|peni|pipera)cillin|(azithro|clarithro|erythro|clinda|strepto|tobra|vanco)mycin|cef(azolin|tazidime|adroxil|epime|otetan|otaxime|podoxime|uroxime)|(doxy|mino|tetra)cycline|(levofl|moxifl|ofl)oxacin|macro(bid|dantin)|(una|zo)syn","regex","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"mimic_coh","inputevents_mv","itemid","amount","amountuom","starttime","itm_itm","transform_fun(set_val(TRUE))","225798|225837|225838|225840|225842|225843|225844|225845|225847|225848|225850|225851|225853|225855|225857|225859|225860|225862|225863|225865|225866|225868|225869|225871|225873|225875|225876|225877|225879|225881|225882|225883|225884|225885|225886|225888|225889|225890|225892|225893|225895|225896|225897|225898|225899|225900|225902|225903|225905|227691|228003","id","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"mimic_demo_coh","prescriptions","drug",NA,NA,NA,"rgx_exp_itm","mimic_abx_presc","aztreonam|bactrim|cephalexin|chloramphenicol|cipro|flagyl|metronidazole|nitrofurantoin|tazobactam|rifampin|sulfadiazine|timentin|trimethoprim|(amika|gentami|vanco)cin|(amoxi|ampi|dicloxa|naf|oxa|peni|pipera)cillin|(azithro|clarithro|erythro|clinda|strepto|tobra|vanco)mycin|cef(azolin|tazidime|adroxil|epime|otetan|otaxime|podoxime|uroxime)|(doxy|mino|tetra)cycline|(levofl|moxifl|ofl)oxacin|macro(bid|dantin)|(una|zo)syn","regex","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"mimic_demo_coh","inputevents_mv","itemid","amount","amountuom","starttime","itm_itm","transform_fun(set_val(TRUE))","225798|225837|225838|225840|225842|225843|225844|225845|225847|225848|225850|225851|225853|225855|225857|225859|225860|225862|225863|225865|225866|225868|225869|225871|225873|225875|225876|225877|225879|225881|225882|225883|225884|225885|225886|225888|225889|225890|225892|225893|225895|225896|225897|225898|225899|225900|225902|225903|225905|227691|228003","id","none","ricu","ts",0,NA
"abx","medications",NA,NA,NA,"antibiotics",4085730,"medication_mod","medication_mod","DrugID","drugdosage","drugunit","drugstartoffset","rgx_itm","transform_fun(set_val(TRUE))","1406|1408|1410|1418|1421|1422|1423|1428|1431|1433|1436|1449|1454|1457|1458|1459|1460|1461|1603|1795|1913|1927","id","none","ricu","ts",0,NA
"samp","microbiology",NA,NA,NA,"body fluid sampling",4133843,"procedureorderitems","procedureorderitems","itemid",NA,NA,NA,"rgx_itm","transform_fun(set_val(TRUE))","8097|8418|8588|9189|9190|9191|9192|9193|9194|9195|9197|9198|9200|9202|9203|9204|9205|13024|19663|19664","id","none","ricu","ts",0,NA
"samp","microbiology",NA,NA,NA,"body fluid sampling",4133843,"eicu_coh","microlab",NA,"organism",NA,"culturetakenoffset","col_itm","transform_fun(comp_na(`!=`, 'no growth'))",NA,NA,"none","ricu","ts",0,NA
"samp","microbiology",NA,NA,NA,"body fluid sampling",4133843,"eicu_demo_coh","microlab",NA,"organism",NA,"culturetakenoffset","col_itm","transform_fun(comp_na(`!=`, 'no growth'))",NA,NA,"none","ricu","ts",0,NA
"samp","microbiology",NA,NA,NA,"body fluid sampling",4133843,"microbiologyevents","microbiologyevents",NA,"org_itemid",NA,NA,"col_itm","mimic_sampling",NA,NA,"none","ricu","ts",0,NA
"samp","microbiology",NA,NA,NA,"body fluid sampling",4133843,"mimic_coh","microbiologyevents",NA,"org_itemid",NA,NA,"col_itm","mimic_sampling",NA,NA,"none","ricu","ts",0,NA
"samp","microbiology",NA,NA,NA,"body fluid sampling",4133843,"mimic_demo_coh","microbiologyevents",NA,"org_itemid",NA,NA,"col_itm","mimic_sampling",NA,NA,"none","ricu","ts",0,NA
"tri","chemistry","ng/mL",0,NA,"troponin I",4007805,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"troponin - I","id","none","ricu","ts",0,NA
"tri","chemistry","ng/mL",0,NA,"troponin I",4007805,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"troponin - I","id","none","ricu","ts",0,NA
"tri","chemistry","ng/mL",0,NA,"troponin I",4007805,"labevents","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51002","id","none","ricu","ts",0,"d_labitems"
"tri","chemistry","ng/mL",0,NA,"troponin I",4007805,"mimic_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51002","id","none","ricu","ts",0,"d_labitems"
"tri","chemistry","ng/mL",0,NA,"troponin I",4007805,"mimic_demo_coh","labevents","itemid","value","valueuom","charttime","itm_itm",NA,"51002","id","none","ricu","ts",0,"d_labitems"
"tri","chemistry","ng/mL",0,NA,"troponin I",4007805,"laboratory","laboratory","LaboratoryID",NA,NA,NA,"rgx_itm",NA,"270","id","none","ricu","ts",0,NA
"bili_dir","chemistry","mg/dL",0,50,"bilirubin direct",4216632,"numericitems","numericitems","itemid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 0.058467), 'mg/dL')","6812","id","none","ricu","ts",0,NA
"bili_dir","chemistry","mg/dL",0,50,"bilirubin direct",4216632,"eicu_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"direct bilirubin","id","none","ricu","ts",0,NA
"bili_dir","chemistry","mg/dL",0,50,"bilirubin direct",4216632,"eicu_demo_coh","lab","labname","labresult",NA,"labresultoffset","rgx_itm",NA,"direct bilirubin","id","none","ricu","ts",0,NA
"bili_dir","chemistry","mg/dL",0,50,"bilirubin direct",4216632,"observations","observations","variableid",NA,NA,NA,"rgx_itm","convert_unit(binary_op(`*`, 0.058467), 'mg/dL')","24000560","id","none","ricu","ts",0,NA
